book_title,book_genre,book_rate,successfull_book,paperback,hardback,author,number_of_pages,book_length_mm,book_width_mm,book_depth_mm,book_weight_grams,publication_day,publication_month,publication_year,publisher,publication_city,publication_country,language,bestsellers_rank,price_nis
Jump Rope Training,2,3.9,0,1,0,Buddy Lee,224.0,254.0,178.0,13.46,476.0,15,6,2010,Human Kinetics Publishers,Champaign,IL,1,176049,124.25
Engage : The Fall and Rise of Matt Hampson,2,4.37,1,1,0,Paul Kimmage,416.0,198.0,129.0,1.0,297.0,24,7,2012,Simon & Schuster Ltd,London,United Kingdom,1,159428,50.72
Winning! : The path to Rugby World Cup glory,2,4.12,1,1,0,Clive Woodward,496.0,204.0,144.0,34.0,367.0,6,6,2005,Hodder & Stoughton,London,United Kingdom,1,162422,64.4
Play Like Your Football Heroes: Pro tips for becoming a top player,2,4.0,1,1,0,Matt Oldfield,256.0,198.0,129.0,18.0,232.0,2,9,2021,Walker Books Ltd,London,United Kingdom,1,53548,41.71
Cutting-Edge Cycling,2,3.77,0,1,0,Hunter Allen,280.0,254.0,178.0,20.32,590.0,1,4,2012,Human Kinetics Publishers,Champaign,IL,1,162917,87.85
Cricket's Strangest Matches : Extraordinary but true stories from over a century of cricket,2,3.62,0,1,0,Andrew Ward,256.0,198.0,129.0,17.0,250.0,1,7,2016,HarperCollins Publishers,United Kingdom,United Kingdom,1,164441,44.27
The Price of Football SECOND EDITION : Understanding Football Club Finance,2,4.06,1,1,0,Kieran Maguire,240.0,240.0,170.0,20.32,399.16,6,4,2021,Agenda Publishing,Newcastle upon Tyne,United Kingdom,1,8419,78.36
Bodyline Autopsy : The Full Story of the Most Sensational Test Cricket Series: Australia V England 1932-33,2,4.29,1,1,0,David Frith,480.0,197.0,129.0,28.96,323.0,25,9,2003,Aurum Press,London,United Kingdom,1,164360,66.48
Jump Attack : The Formula for Explosive Athletic Performance and Training Like the Pros,2,4.24,1,1,0,Tim S. Grover,256.0,198.0,129.0,15.0,217.0,27,8,2020,Profile Books Ltd,London,United Kingdom,1,14561,51.69
"Working Class Heroes : The Story of Rayo Vallecano, Madrid's Forgotten Team",2,3.53,0,1,0,Robbie Dunne,224.0,198.0,129.0,19.05,199.58,1,1,2018,Pitch Publishing Ltd,Hove,United Kingdom,1,158207,54.06
"Pilates for Runners : Everything you need to start using Pilates to improve your running - get stronger, more flexible, avoid injury and improve your performance",2,4.25,1,1,0,Harri Angell,208.0,234.0,156.0,12.7,453.0,2,5,2017,Bloomsbury Publishing PLC,London,United Kingdom,1,57429,81.3
The GAA and the War of Independence,2,3.86,0,1,0,Tim Pat Coogan,320.0,198.0,129.0,25.0,238.0,1,11,2019,Head of Zeus,London,United Kingdom,1,164310,52.0
"The Art of Shaolin Kung Fu : The Secrets of Kung Fu for Self-Defense, Health, and Enlightenment",2,3.93,0,1,0,Wong Kiew Kit,240.0,235.0,152.0,17.78,369.0,30,11,2002,Tuttle Publishing,Boston,United States,1,167225,77.61
IronFit Strength Training and Nutrition for Endurance Athletes : Time Efficient Training Secrets For Breakthrough Fitness,2,3.81,0,1,0,Don Fink,288.0,226.06,149.86,17.78,28.0,19,2,2013,ROWMAN & LITTLEFIELD,Old Saybrook,United States,1,166344,58.69
Playing the Enemy : Nelson Mandela and the Game That Made a Nation,2,4.16,1,1,0,John Carlin,304.0,214.0,141.0,20.0,283.0,15,7,2011,Penguin Putnam Inc,New York,NY,1,162169,72.37
The M.A.X. Muscle Plan,2,3.92,0,1,0,Brad J. Schoenfeld,240.0,254.0,178.0,17.78,522.0,15,10,2012,Human Kinetics Publishers,Champaign,IL,1,167631,129.29
"A Runner's High : Older, Wiser, Slower, Stronger",2,4.25,1,1,0,Dean Karnazes,256.0,234.0,158.0,18.0,416.0,1,7,2021,Atlantic Books,London,United Kingdom,1,167711,81.39
The Female Body Breakthrough : The Revolutionary Strength-Training Plan for Losing Fat and Getting the Body You Want,2,3.77,0,1,0,Rachel Cosgrove,256.0,232.0,192.0,18.0,357.0,10,11,2009,Rodale Press,Pennsylvania,United States,1,166747,71.34
Ship Modeling from Stem to Stern,2,3.8,0,1,0,Milton Roth,288.0,236.0,185.0,15.0,433.0,16,5,2000,McGraw-Hill Education - Europe,New York,United States,1,169092,79.73
The Demon's Sermon on the Martial Arts : And Other Tales,2,4.49,1,1,0,William Scott Wilson,224.0,192.0,135.0,14.0,221.0,13,11,2012,Shambhala Publications Inc,Boston,United States,1,167543,72.7
In Sunshine or in Shadow : Shortlisted for the William Hill Sports Book of the Year Prize,2,4.57,1,1,0,Donald McRae,384.0,198.0,130.0,24.0,280.0,5,3,2020,Simon & Schuster Ltd,London,United Kingdom,1,167429,50.37
The Secret Art Of Pressure Point Fighting : Techniques to Disable Anyone in Seconds Using Minimal Force,2,3.31,0,1,0,Vince Morris,176.0,235.0,190.0,10.16,315.0,12,6,2008,Ulysses Press,Berkeley,CA,1,167515,63.6
Leaky Gut Syndrome,2,4.08,1,1,0,Elizabeth Lipski,64.0,213.0,137.0,5.0,78.0,1,11,1998,Keats Pub Inc,New Canaan,CT,1,168367,43.21
Skills : Cricket - Fielding,2,3.5,0,1,0,Luke Sellers,32.0,198.0,129.0,4.0,78.0,4,4,2008,Bloomsbury Publishing PLC,London,United Kingdom,1,165918,39.62
Basketball on Paper : Rules and Tools for Performance Analysis,2,4.09,1,1,0,Dean Oliver,361.0,230.0,150.0,26.42,526.17,30,1,2005,POTOMAC BOOKS INC,Dulles,United States,1,167489,83.06
Hands Of Stone : The Life and Legend of Roberto Duran,2,3.96,0,1,0,Christian Giudice,384.0,198.0,129.0,22.86,267.0,1,9,2009,Milo Books,Ramsbottom,United Kingdom,1,160302,49.43
Working The Wheel,2,3.85,0,1,0,Martin Brundle,320.0,178.0,110.0,20.0,171.0,31,10,2005,Ebury Publishing,London,United Kingdom,1,168916,62.97
Hadrian's Wall Path : National Trail: Described west-east and east-west,2,4.22,1,1,0,Mark Richards,240.0,172.0,116.0,14.0,350.0,28,7,2020,Cicerone Press,Kendal,United Kingdom,1,164389,73.3
"The Wim Hof Method : Activate Your Potential, Transcend Your Limits",2,3.9,0,0,1,Wim Hof,224.0,222.0,144.0,24.0,346.0,24,9,2020,Ebury Publishing,London,United Kingdom,1,563,80.21
"Norwegian Wood : The guide to chopping, stacking and drying wood the Scandinavian way",2,4.21,1,0,1,Lars Mytting,192.0,235.0,153.0,21.0,615.0,1,5,2017,Quercus Publishing,London,United Kingdom,1,68821,80.72
Diddly Squat : The No 1 Sunday Times bestseller,2,4.29,1,0,1,Jeremy Clarkson,224.0,240.0,162.0,24.0,424.0,11,11,2021,Penguin Books Ltd,London,United Kingdom,1,1166,80.85
My Life in Red and White : The Sunday Times Number One Bestselling Autobiography,2,3.57,0,0,1,Arsene Wenger,352.0,236.0,162.0,36.0,640.0,13,10,2020,Orion Publishing Co,London,United Kingdom,1,9869,71.63
The Dangerous Book for Boys,2,4.02,1,0,1,Conn Iggulden,288.0,249.0,198.0,25.0,771.0,24,4,2012,HarperCollins Publishers Inc,United States,United States,1,4587,97.03
Breath : The New Science of a Lost Art,2,4.15,1,0,1,James Nestor,304.0,236.0,159.0,26.0,516.0,26,5,2020,Penguin Putnam Inc,United States,United States,1,6420,98.88
"WOLFPACK : How to Come Together, Unleash Our Power and Change the Game",2,4.13,1,0,1,Abby Wambach,112.0,182.0,128.0,14.0,164.0,9,4,2019,"Little, Brown Book Group",London,United Kingdom,1,1307,47.05
Barca : The rise and fall of the club that built modern football,2,4.28,1,0,1,Simon Kuper,384.0,240.0,162.0,38.0,627.0,30,11,2021,Short Books Ltd,London,United Kingdom,1,1207,81.94
The Feed Zone Cookbook : Fast and Flavorful Food for Athletes,2,4.17,1,0,1,Biju Thomas,320.0,208.0,171.0,31.0,453.0,1,11,2011,VeloPress,Boulder,United States,1,12173,93.56
Jenson Button: Life to the Limit : My Autobiography,2,4.21,1,0,1,Jenson Button,352.0,240.0,162.0,33.0,591.0,5,1,2018,Bonnier Books Ltd,Chichester,United Kingdom,1,36544,79.44
Behind the Mask : My Autobiography - Winner of the Telegraph Sports Book of the Year,2,4.1,1,0,1,Tyson Fury,304.0,240.0,162.0,31.0,567.0,14,11,2019,Cornerstone,London,United Kingdom,1,15224,103.22
The Jersey : The All Blacks: The Secrets Behind the World's Most Successful Team,2,3.77,0,0,1,Peter Bills,384.0,234.0,153.0,32.0,650.0,1,6,2019,Pan Macmillan,London,United Kingdom,1,15279,94.65
The Book of Five Rings,2,4.01,1,0,1,Miyamoto Musashi,160.0,198.0,140.0,17.0,283.0,6,6,2018,Shambhala Publications Inc,Boston,United States,1,15436,75.31
The Wild Silence : The Sunday Times Bestseller 2021 from the author of The Salt Path,2,4.07,1,0,1,Raynor Winn,288.0,222.0,144.0,28.0,407.0,21,9,2020,Penguin Books Ltd,London,United Kingdom,1,14377,75.14
The Dangerous Book for Boys,2,4.02,1,0,1,Conn Iggulden,304.0,252.0,195.0,28.0,1050.0,5,6,2006,HarperCollins Publishers,London,United Kingdom,1,24288,98.72
The Illustrated History of Football,2,4.29,1,0,1,David Squires,208.0,240.0,162.0,23.0,461.0,1,2,2017,Cornerstone,London,United Kingdom,1,17796,69.93
Fifty Places to Dive Before You Die: Diving Experts Share the World's Greatest Destinations,2,4.02,1,0,1,Chris Santella,224.0,212.0,189.0,29.0,830.0,31,10,2008,"Stewart, Tabori & Chang Inc",New York,United States,1,51712,101.41
Dan Carter: The Autobiography of an All Blacks Legend,2,4.03,1,0,1,Dan Carter,288.0,238.0,163.0,28.0,550.0,22,12,2015,Headline Publishing Group,London,United Kingdom,1,19660,116.56
The Daring Book for Girls,2,4.02,1,0,1,Andrea J Buchanan,288.0,248.92,195.58,27.94,752.96,27,3,2012,HarperCollins Publishers Inc,United States,United States,1,63920,96.47
Zen Golf,2,4.19,1,0,1,Dr. Joseph Parent,224.0,195.0,126.0,19.0,230.0,16,5,2005,HarperCollins Publishers,London,United Kingdom,1,24392,65.58
Feed Zone Portables : A Cookbook of On-the-Go Food for Athletes,2,4.2,1,0,1,Biju Thomas,288.0,213.0,177.0,28.0,453.0,7,5,2013,VeloPress,Boulder,United States,1,19537,113.88
Breathe : A Life in Flow,2,4.46,1,0,1,Rickson Gracie,320.0,240.0,159.0,27.0,510.0,19,8,2021,HarperCollins Publishers,London,United Kingdom,1,4969,86.7
Harvey Penick's Little Red Book,2,4.32,1,0,1,Harvey Penick,208.0,207.01,124.97,18.54,249.48,8,5,2012,SIMON & SCHUSTER,United States,United States,1,18940,81.56
"Coming Up for Air : What I Learned from Sport, Fame and Fatherhood",2,4.21,1,0,1,Tom Daley,304.0,240.0,159.0,29.0,520.0,14,10,2021,HarperCollins Publishers,London,United Kingdom,1,20782,86.12
The Master : The Brilliant Career of Roger Federer,2,4.24,1,0,1,Christopher Clarey,432.0,236.0,162.0,40.0,680.0,24,8,2021,John Murray Press,London,United Kingdom,1,4533,101.24
Fifty Places to Sail Before You Die : Sailing Experts Share the World's Greatest Destinations,2,3.85,0,0,1,Chris Santella,224.0,212.0,189.0,28.0,830.0,1,5,2007,"Stewart, Tabori & Chang Inc",New York,United States,1,22652,98.19
I Love This Game : The Autobiography,2,4.15,1,0,1,Patrice Evra,320.0,234.0,153.0,25.0,270.0,28,10,2021,Simon & Schuster Ltd,London,United Kingdom,1,58420,77.3
Run Fast. Eat Slow. : Nourishing Recipes for Athletes: A Cookbook,2,4.19,1,0,1,Shalane Flanagan,256.0,262.0,211.0,25.0,1009.0,9,8,2016,Rodale Press Inc.,Emmaus,United States,1,23626,96.66
Bruce Lee's Fighting Method : The Complete Edition,2,4.5,1,0,1,Bruce Lee,450.0,267.0,165.0,45.72,120.0,1,9,2008,Black Belt Communications,Santa Clarita,CA,1,67839,111.79
The Talent Code : Greatness Isn't Born. It's Grown. Here's How.,2,4.02,1,0,1,Daniel Coyle,288.0,217.0,148.0,24.0,408.0,28,4,2009,Random House USA Inc,New York,United States,1,75432,93.6
Fifty Places to Bike Before You Die : Biking Experts Share the World's Greatest Destinations,2,3.73,0,0,1,Chris Santella,224.0,212.0,192.0,30.0,830.0,1,10,2012,"Stewart, Tabori & Chang Inc",New York,United States,1,13576,95.02
Wooden: A Lifetime of Observations and Reflections On and Off the Court,2,4.46,1,0,1,John Wooden,240.0,185.0,135.0,23.0,295.0,30,4,2009,CONTEMPORARY BOOKS INC,Chicago,IL,1,20060,69.29
Unseen Academicals : (Discworld Novel 37),2,3.96,0,0,1,Terry Pratchett,544.0,204.0,136.0,46.0,550.0,1,11,2018,Transworld Publishers Ltd,London,United Kingdom,1,64902,79.07
"Courage to Soar : A Body in Motion, A Life in Balance",2,4.18,1,0,1,Simone Biles,256.0,236.0,162.0,23.0,453.0,29,11,2016,Zondervan,Grand Rapids,United States,1,31423,92.77
The Supercar Book : The Complete Guide to the Machines That Make Our Jaws Drop,2,4.45,1,0,1,Martin Roach,256.0,252.0,195.0,24.0,1020.0,11,9,2014,HarperCollins Publishers,London,United Kingdom,1,86933,98.1
The Fell,2,3.87,0,0,1,Sarah Moss,192.0,224.0,143.0,24.0,306.0,11,11,2021,Pan Macmillan,London,United Kingdom,1,2732,62.22
"Be Water, My Friend : The True Teachings of Bruce Lee",2,4.23,1,0,1,Shannon Lee,240.0,223.0,142.0,21.0,341.0,4,12,2020,Ebury Publishing,London,United Kingdom,1,14690,73.78
You Can't Stop The Sun From Shining,2,4.46,1,0,1,Sonny Bill Williams,336.0,240.0,162.0,36.0,600.0,14,10,2021,HODDER & STOUGHTON,London,United Kingdom,1,4522,81.39
Sooley : The Gripping Bestseller from John Grisham - The perfect Christmas present,2,4.16,1,0,1,John Grisham,368.0,238.0,162.0,36.0,585.0,27,4,2021,Hodder & Stoughton,London,United Kingdom,1,53049,99.27
"Andy Robertson : Robbo: Now You're Gonna Believe Us: Our Year, My Story",2,4.21,1,0,1,Andy Robertson,320.0,234.0,153.0,28.0,590.0,17,9,2020,Reach plc,United Kingdom,United Kingdom,1,35063,94.75
Spon : A Guide to Spoon Carving and the New Wood Culture,2,4.32,1,0,1,Barn The Spoon,224.0,230.0,165.0,22.0,650.0,25,5,2017,Ebury Publishing,London,United Kingdom,1,71635,95.99
The Living Mountain : A Celebration of the Cairngorm Mountains of Scotland,2,4.3,1,0,1,Nan Shepherd,176.0,220.0,144.0,20.0,300.0,1,10,2019,Canongate Books Ltd,Edinburgh,United Kingdom,1,1611,67.57
Amazing Surfing Stories : Tales of Incredible Waves & Remarkable Riders,2,3.91,0,0,1,Alex Wade,228.0,235.0,162.0,27.94,514.0,5,11,2012,John Wiley & Sons Inc,New York,United States,1,63720,75.59
Too Many Reasons to Live,2,4.78,1,0,1,Rob Burrow,304.0,242.0,165.0,33.0,644.0,19,11,2021,Pan Macmillan,London,United Kingdom,1,9194,82.36
My Life and Rugby : The Autobiography,2,4.22,1,0,1,Eddie Jones,448.0,241.0,163.0,45.0,712.0,1,2,2020,Pan Macmillan,London,United Kingdom,1,53861,83.76
Giannis : The Improbable Rise of an NBA Champion,2,4.42,1,0,1,Mirin Fader,400.0,232.0,156.0,36.0,620.0,18,11,2021,HACHETTE BOOKS,London,United States,1,41698,103.89
The Art of Resilience : Strategies for an Unbreakable Mind and Body,2,4.36,1,0,1,Ross Edgley,384.0,240.0,159.0,38.0,700.0,28,5,2020,HarperCollins Publishers,London,United Kingdom,1,87587,90.82
Winning : The Unforgiving Race to Greatness,2,4.47,1,0,1,Tim S. Grover,240.0,216.0,135.0,21.0,352.0,11,5,2021,Simon & Schuster Ltd,London,United Kingdom,1,19789,76.38
Women in Sports : 50 Fearless Athletes Who Played to Win,2,4.37,1,0,1,Rachel Ignotofsky,128.0,236.0,196.0,15.0,578.0,18,7,2017,Ten Speed Press,Berkeley CA,United States,1,49827,72.83
Fifty Places to Play Golf Before You Die: Golf Experts Share the World's Greatest Destinations,2,3.63,0,0,1,Chris Santella,224.0,210.0,187.0,30.0,810.0,1,10,2005,"Stewart, Tabori & Chang Inc",New York,United States,1,42102,99.96
The Grand Tour Guide to the World,2,3.59,0,0,1,Jeremy Clarkson,272.0,252.0,195.0,28.0,1010.0,31,10,2017,HarperCollins Publishers,London,United Kingdom,1,45111,125.16
Every Shot Counts : Using the Revolutionary Strokes Gained Approach to Improve Your Golf Performance  and Strategy,2,4.28,1,0,1,Mark Broadie,288.0,239.0,194.0,22.0,748.0,6,3,2014,Avery Publishing Group,United States,United States,1,51233,124.67
Devotion : A Memoir,2,4.24,1,0,1,Mickey Harte,320.0,240.0,159.0,31.0,580.0,4,1,2022,HarperCollins Publishers,Ireland,Ireland,1,5193,93.93
Foraging with Kids : 52 Wild and Free Edibles to Enjoy with Your Children,2,4.23,1,0,1,Adele Nozedar,224.0,200.0,145.0,22.86,567.0,20,9,2018,Watkins Media,London,United Kingdom,1,42708,72.12
Girls Play Too : Inspiring Stories of Irish Sportswomen,2,4.57,1,0,1,Jacqui Hurley,64.0,238.0,170.0,12.7,425.0,6,10,2020,Merrion Press,Dublin 4,Ireland,1,42128,69.92
Bike Snob : Systematically & Mercilessly Realigning the World of Cycling,2,3.68,0,0,1,Bikesnobnyc,223.0,181.0,161.0,21.0,413.0,5,5,2010,CHRONICLE BOOKS,San Francisco,United States,1,48477,75.02
"Olive, Mabel and Me : Life and Adventures with Two Very Good Dogs",2,4.4,1,0,1,Andrew Cotter,224.0,234.0,153.0,30.0,509.0,15,10,2020,Black and White Publishing,Edinburgh,United Kingdom,1,48969,87.11
The Gladiator Mindset : Push Your Limits. Overcome Challenges. Achieve Your Goals.,2,4.0,1,0,1,Adam Peaty,256.0,236.0,158.0,30.0,440.0,11,11,2021,Quercus Publishing,London,United Kingdom,1,53559,77.1
19: The Official History of Our League Champions 1900 - 2020 : Liverpool Football Club,2,4.5,1,0,1,Liverpool Football Club,560.0,234.0,153.0,47.0,822.0,1,10,2020,Reach plc,United Kingdom,United Kingdom,1,37007,97.36
The Fear Bubble: Harness Fear and Live Without Limits,2,4.2,1,0,1,Ant Middleton,352.0,240.0,159.0,32.0,560.0,5,9,2019,HarperCollins Publishers,London,United Kingdom,1,50641,100.58
"This is Your Everest : The Lions, The Springboks and the Epic Tour of 1997",2,4.64,1,0,1,Tom English,320.0,240.0,160.0,35.0,639.0,27,7,2021,Polaris Publishing Limited,Edinburgh,United Kingdom,1,53046,92.66
The Tour According to G : My Journey to the Yellow Jersey,2,4.21,1,0,1,Geraint Thomas,320.0,240.0,164.0,29.0,500.0,28,2,2019,Quercus Publishing,London,United Kingdom,1,52168,105.12
The NEW Worst-Case Scenario Survival Handbook : Expert Advice for Extreme Situations,2,4.0,1,0,1,David Borgenicht,256.0,186.0,136.0,32.0,560.0,14,5,2019,Chronicle Books,San Francisco,United States,1,18608,72.95
Relentless : From Good to Great to Unstoppable,2,3.94,0,0,1,Tim S. Grover,256.0,213.0,140.0,23.0,352.0,16,4,2013,SIMON & SCHUSTER,New York,United States,1,54158,91.59
The Rory's Stories Guide to the GAA,2,4.41,1,0,1,Rory O'Connor,256.0,204.0,137.0,19.0,295.0,28,2,2018,Gill,Dublin,Ireland,1,89792,60.17
NBA Legends : Discover Basketball's All-Time Greats,2,3.5,0,0,1,Dan Peel,136.0,267.0,210.0,12.7,739.36,1,3,2021,Danann Media Publishing Limited,United Kingdom,United Kingdom,1,54384,89.86
Every Shot Must Have a Purpose : How GOLF54 Can Make You a Better Player,2,4.31,1,0,1,Pia Nilsson,224.0,193.0,140.0,20.0,278.0,1,11,2005,GOTHAM BOOKS,New York,United States,1,16883,89.15
Incomparable,2,4.1,1,0,1,Brie Bella,256.0,229.0,152.0,25.0,442.0,25,6,2020,Simon & Schuster,New York,NY,1,56414,72.76
Playmaker : My Life and the Love of Football,2,3.47,0,0,1,Glenn Hoddle,320.0,240.0,159.0,30.0,540.0,11,11,2021,HarperCollins Publishers,London,United Kingdom,1,87331,92.62
The Master : The Long Run and Beautiful Game of Roger Federer,2,4.25,1,0,1,Christopher Clarey,432.0,230.0,161.0,35.0,653.0,24,8,2021,Twelve,United States,United States,1,3729,108.71
"Endure : Mind, Body, and the Curiously Elastic Limits of Human Performance",2,4.14,1,0,1,Alex Hutchinson,320.0,234.0,158.0,27.94,476.27,22,3,2018,HarperCollins Publishers Inc,New York,United States,1,57078,99.94
The Voice Of Reason : A V.I.P. Pass to Enlightenment,2,3.52,0,0,1,Chael Sonnen,226.0,235.0,160.0,22.86,443.0,15,5,2012,Victory Belt Publishing,United States,United States,1,57945,92.38
Michael Carrick: Between the Lines : My Autobiography,2,3.91,0,0,1,Michael Carrick,400.0,240.0,162.0,37.0,643.0,18,10,2018,Bonnier Books Ltd,Chichester,United Kingdom,1,58029,70.11
Barbarian Days : A Surfing Life,2,4.24,1,0,1,William Finnegan,464.0,243.0,163.0,38.0,768.0,5,8,2015,Penguin Putnam Inc,United States,United States,1,58321,107.56
Goodfella : My Autobiography,2,3.84,0,0,1,Oliver Holt,320.0,234.0,153.0,38.0,782.0,3,6,2013,Reach plc,United Kingdom,United Kingdom,1,60181,77.06
Karate: The Complete Kata,2,4.53,1,0,1,Hirokazu Kanazawa,239.0,267.0,200.0,22.86,832.0,3,7,2013,"Kodansha America, Inc",London,United States,1,59587,130.66
Dottir : My Journey to Becoming a Two-Time CrossFit Games Champion,2,4.13,1,0,1,Rory McKernan,304.0,242.0,161.0,26.0,514.0,6,8,2019,St Martin's Press,New York,United States,1,61673,122.14
"Horse Anatomy for Performance : A Practical Guide to Training, Riding and Horse Care",2,4.63,1,0,1,Gillian Higgins,160.0,263.0,193.0,17.78,771.11,27,4,2012,DAVID & CHARLES,Newton Abbot,United Kingdom,1,58257,91.73
Roger Federer : The Biography,2,3.68,0,0,1,Rene Stauffer,256.0,240.0,160.0,30.0,570.0,29,4,2021,Polaris Publishing Limited,Edinburgh,United Kingdom,1,36012,93.54
Calico Joe,2,3.84,0,0,1,John Grisham,224.0,224.0,139.0,23.0,356.0,10,4,2012,Hodder & Stoughton,London,United Kingdom,1,61451,80.29
Hagakure : The Book of the Samurai,2,4.05,1,0,1,Yamamoto Tsunetomo,200.0,198.0,141.0,18.0,289.0,30,5,2012,Shambhala Publications Inc,Boston,United States,1,65007,87.67
The Pocket Dangerous Book for Boys: Things to Do,2,4.08,1,0,1,Conn Iggulden,224.0,187.0,145.0,24.0,395.0,6,5,2008,HarperCollins Publishers Inc,New York,NY,1,61304,67.9
The Rules : The Way of the Cycling Disciple,2,4.16,1,0,1,The Velominati,304.0,203.0,135.0,25.0,314.0,23,5,2014,WW Norton & Co,New York,United States,1,65153,85.63
"Bravey : Chasing Dreams, Befriending Pain, and Other Big Ideas",2,4.23,1,0,1,Alexi Pappas,336.0,216.0,147.0,28.0,442.0,12,1,2021,Penguin Putnam Inc,United States,United States,1,67544,94.36
