,book_title,book_genre,book_rate,successfull_book,paperback,hardback,author,number_of_pages,book_length_mm,book_width_mm,book_depth_mm,book_weight_grams,publication_day,publication_month,publication_year,publisher,publication_city,publication_country,language,bestsellers_rank,price_nis
1484,Until Victory Always : A Memoir,sport,4.22,1,1,0,Jim McGuinness,304,216,135,24,359,27,Aug,2016,Gill,Dublin,Ireland,English,"148,318",67.71
1485,Racing Post Annual 2022,sport,,0,1,0,Nick Pulford,224,285,230,15,894,31,Oct,2021,Raceform Ltd,Newbury,United Kingdom,English,"17,104",86.85
1486,"Zen Bow, Zen Arrow : The Life and Teachings of Awa Kenzo, the Archery Master from Zen in the Art of A rchery",sport,3.94,0,1,0,John Stevens,128,183,128,9,125,20,Feb,2007,Shambhala Publications Inc,Boston,United States,English,"149,748",53.86
1487,Confessions of a Rugby Mercenary,sport,3.78,0,1,0,John Daniell,272,198,126,17,188,19,May,2009,Ebury Publishing,London,United Kingdom,English,"157,693",63.32
1488,Blue Skies Travel Guide: The 25 Best Day Walks in Hong Kong,sport,5,1,1,0,Martin Williams,160,180,128,10.16,226.8,10,Oct,2018,John Beaufoy Publishing Ltd,Oxford,United Kingdom,English,"23,194",64.12
1489,"The Time-Crunched Cyclist : Race-Winning Fitness in 6 Hours a Week, 3rd Ed.",sport,3.95,0,1,0,Chris Carmichael,440,228,177,23,453,07,Mar,2017,VeloPress,Boulder,United States,English,"147,461",85.86
1490,"The Ultimate Book of Everyday Knots : (Over 15,000 Copies Sold)",sport,4.04,1,1,0,Geoffrey Budworth,160,277,226,15,794,15,Apr,2012,Skyhorse Publishing,New York,NY,English,"153,518",82.90
1491,Trad Climber's Bible,sport,4.34,1,1,0,John Long,408,235,190,22.86,62,18,Mar,2014,Rowman & Littlefield,United States,United States,English,"152,295",98.89
1492,At the Close of Play,sport,4.02,1,1,0,Ricky Ponting,720,198,129,46,530,05,Jun,2014,HarperCollins Publishers,London,United Kingdom,English,"153,871",79.09
1493,Total Recall : My Unbelievably True Life Story,sport,4.07,1,1,0,Arnold Schwarzenegger,656,231,155,46,771,05,Nov,2013,SIMON & SCHUSTER,New York,United States,English,"155,195",94.17
1494,The Winner Within : A Life Plan for Team Players,sport,3.97,0,1,0,Pat Riley,272,229,152,18,306,01,Oct,1994,"Little, Brown & Company",New York,United States,English,"78,595",68.58
1495,Space Below My Feet,sport,3.96,0,1,0,Gwen Moffat,400,198,135,27,325,01,Feb,2014,Orion Publishing Co,London,United Kingdom,English,"154,519",56.72
1496,Fixing Your Feet : Injury Prevention and Treatments for Athletes,sport,4.11,1,1,0,John Vonhof,384,228,152,20,510,18,Aug,2016,Wilderness Press,Berkeley,United States,English,"155,128",74.87
1497,Backcountry Skiing : Skills for Ski Touring and Ski Mountaineering,sport,4.28,1,1,0,Martin Volken,228,215,180,21.34,589.67,30,Nov,2007,MOUNTAINEERS BOOKS,Seattle,United States,English,"155,336",92.77
1498,Kiss or Kill : Confessions of a Serial Climber,sport,4.19,1,1,0,Mark Twight,208,226.57,150.88,16.51,317.51,01,Feb,2002,MOUNTAINEERS BOOKS,Seattle,United States,English,"155,077",73.57
1499,Homer Kelley's Golfing Machine : The Curious Quest that Solved Golf,sport,3.71,0,1,0,Scott Gummer,267,203,140,18.8,256,03,Jun,2010,Penguin Putnam Inc,New York,United States,English,"155,225",68.31
1500,Conditioning Young Athletes,sport,4.22,1,1,0,Tudor O. Bompa,304,279,216,22.86,862,29,Jun,2015,Human Kinetics Publishers,Champaign,IL,English,"151,099",97.94
1501,Fifteen Young Men : Australia's Untold Football Tragedy,sport,4.11,1,1,0,Paul Kennedy,352,232,155,30,426,01,Dec,2016,Random House Australia,North Sydney,Australia,English,"154,594",110.01
1502,America's Game : The Epic Story of How Pro Football Captured a Nation,sport,4.29,1,1,0,Michael Maccambridge,608,202,133,34,488,18,Oct,2005,Random House USA Inc,New York,United States,English,"157,700",61.80
1503,The Fell,sport,3.86,0,1,0,Sarah Moss,192,216,135,14,205,11,Nov,2021,Pan Macmillan,London,United Kingdom,English,"166,208",70.12
1504,For the Love of Horses : The Wilson Sisters' Inspiring Journey to Save New Zealand's Wild Horses,sport,4.57,1,1,0,Kelly Wilson,304,233,155,20,806,03,Oct,2014,Random House New Zealand Ltd,Auckland,New Zealand,English,"159,063",150.27
1505,Last in the Tin Bath : The Autobiography,sport,3.79,0,1,0,David Lloyd,320,198,130,18,252,02,Jun,2016,Simon & Schuster Ltd,London,United Kingdom,English,"155,271",52.04
1506,The Death and Life of Australian Soccer,sport,4.49,1,1,0,Joe Gorman,424,226,153,36,553,01,Nov,2017,University of Queensland Press,St Lucia,Australia,English,"159,651",95.57
1507,"Hydrofoils : Design, Build, Fly",sport,4.11,1,1,0,Ray Vellinga,264,210,280,14,602,28,Jan,2013,Peacock Hill Publishing,United States,United States,English,"163,879",84.28
1508,Adventure Cycle-Touring Handbook,sport,4.58,1,1,0,Neil Pike,320,208.28,134.62,27.94,589.67,07,Oct,2015,Trailblazer Publications,Hindhead,Surrey,English,"155,394",81.45
1509,Body & Soul : Notebooks of an Apprentice Boxer,sport,3.9,0,1,0,Loïc Wacquant,288,210,136,19,433,03,May,2007,Oxford University Press Inc,New York,United States,English,"146,447",103.98
1510,No-Risk Abs : A Safe Workout Program for Core Strength,sport,4,1,1,0,Blandine Calais-Germain,176,254,203,13,567,29,Jun,2011,Inner Traditions Bear and Company,Rochester,United States,English,"156,269",81.25
1511,Principles of Conformation Analysis : Equus Reference Guide,sport,4.25,1,1,0,Deb Bennett,300,244,170,15,482,02,Apr,2012,Primedia Enthusiast Publications,Gaithursburg,MD,English,"37,413",116.10
1512,Nick Bollettieri's Tennis Handbook,sport,4.47,1,1,0,Nick Bollettieri,400,254,178,20.32,816,10,Nov,2015,Human Kinetics Publishers,Champaign,IL,English,"18,698",110.13
1513,"Speed Training for Combat, Boxing, Martial Arts, and Mma : How to Maximize Your Hand Speed, Foot Speed, Punching Speed, Kicking Speed, Wrestling Speed,",sport,3.54,0,1,0,J. Barnes,184,229,152,10,278,30,Sep,2005,Fitness Lifestyle,United Kingdom,United Kingdom,English,"82,200",80.65
1514,Bill Shankly: It's Much More Important Than That : The Biography,sport,4.13,1,1,0,Stephen F Kelly,352,178,108,22,184,16,Jan,1997,Ebury Publishing,London,United Kingdom,English,"64,962",63.23
1515,"The Greatest Game Ever Played : Vardon, Ouimet and the birth of modern golf",sport,4.44,1,1,0,Mark Frost,480,195,129,31,324,05,Sep,2003,"Little, Brown Book Group",London,United Kingdom,English,"156,975",58.64
1516,The Psychology of Cricket : Developing Mental Toughness [Cricket Academy Series],sport,4.33,1,1,0,Stewart Cotterill,232,246,189,12,423,25,Mar,2013,Bennion Kearny Ltd,Birmingham,United Kingdom,English,"37,129",100.46
1517,"Beyond Training : Mastering Endurance, Health & Life",sport,3.87,0,1,0,Ben Greenfield,480,229,152,33.02,907.18,25,Dec,2018,Victory Belt Publishing,United States,United States,English,"49,082",109.65
1518,The Bicycle Colouring Book : Journey to the Edge of the World,sport,4.56,1,1,0,Shan Jiang,144,210,270,20,10,01,Apr,2016,Orion Publishing Co,United Kingdom,United Kingdom,English,"44,542",79.80
1519,Things I Learned from Falling : The must-read true story,sport,4.19,1,1,0,Claire Nelson,288,196,126,24,240,27,May,2021,Octopus Publishing Group,London,United Kingdom,English,"43,299",45.22
1520,Sailing for Kids,sport,5,1,1,0,Tim Davison,48,240,170,5.08,136,15,Aug,2015,Fernhurst Books Limited,Leamington Spa,United Kingdom,English,"37,289",54.96
1521,Gold in the Water,sport,4.33,1,1,0,P Mullen,355,235,152,30,386,25,Feb,2003,St Martin's Press,New York,United States,English,"151,926",75.35
1522,The Runner's Cookbook : More than 100 delicious recipes to fuel your running,sport,4.12,1,1,0,Anita Bean,224,235,208,15.24,724,06,Mar,2018,Bloomsbury Publishing PLC,London,United Kingdom,English,"157,040",78.85
1523,Beyond a Boundary,sport,4.12,1,1,0,C. L. R. James,288,233.68,149.86,20.32,385.55,17,Jun,2013,Duke University Press,North Carolina,United States,English,"67,644",108.75
1524,"""Dirty Northern B*st*rds"" And Other Tales From The Terraces : The Story of Britain's Football Chants",sport,3.47,0,1,0,Tim Marshall,224,198,129,17.78,158.76,01,Nov,2014,Elliott & Thompson Limited,London,United Kingdom,English,"14,444",50.12
1525,"Men's Health Your Body is Your Barbell : No Gym. Just Gravity. Build a Leaner, Stronger, More Muscular You in 28 Days!",sport,4,1,1,0,Bj Gaddour,288,231,194,16,709,13,May,2014,Rodale Press Inc.,Emmaus,United States,English,"165,120",89.24
1526,Archery,sport,4.17,1,1,0,USA Archery,232,254,178,17.78,499,10,Jan,2013,Human Kinetics Publishers,Champaign,IL,English,"157,146",98.32
1527,The Rodchenkov Affair : How I Brought Down Russia's Secret Doping Empire - Winner of the William Hill Sports Book of the Year 2020,sport,4.16,1,1,0,Grigory Rodchenkov,320,198,126,19,218,01,Sep,2021,Ebury Publishing,London,United Kingdom,English,"7,306",51.34
1528,"Chicken Soup for the Soul: Runners : 101 Inspirational Stories of Energy, Endurance, and Endorphins",sport,3.92,0,1,0,Jack Canfield,400,140,25,26.16,429,13,Mar,2013,"Chicken Soup for the Soul Publishing, LLC",United States,United States,English,"157,344",63.12
1529,How to Run : From fun runs to marathons and everything in between,sport,3.53,0,1,0,Paula Radcliffe,176,246,189,1,719,01,Apr,2012,Simon & Schuster Ltd,London,United Kingdom,English,"156,490",106.58
1530,Marathon : You Can Do It!,sport,3.96,0,1,0,Jeff Galloway,240,228,184,17.78,425,11,May,2010,"Shelter Publications Inc.,U.S.",Bolinas,United States,English,"152,842",71.19
1531,"1000 Football Clubs : Teams, Stadiums, and Legends of the Beautiful Game",sport,4.46,1,1,0,Jean Damien Lesay,320,229,171,23,987,21,Jul,2016,Universe Publishing,New York,United States,English,"160,846",127.61
1532,Notes from the Hard Shoulder,sport,3.75,0,1,0,James May,224,194,130,14,158,10,May,2007,Ebury Publishing,London,United Kingdom,English,"157,722",62.70
1533,Reinhold Messner : My Life at the Limit,sport,3.8,0,1,0,Reinhold Messner,251,226,150,20,386,19,Sep,2014,MOUNTAINEERS BOOKS,United States,United States,English,"162,134",
1534,Lonely Planet Best Day Walks New Zealand,sport,4,1,1,0,Lonely Planet,224,210,165,17,490,12,Mar,2021,Lonely Planet Global Limited,Dublin 8,Ireland,English,"14,854",77.50
1535,"Cape Horn : The Logical Route: 14,216 Miles Without a Port of Call",sport,4.31,1,1,0,Bernard Moitessier,251,215,142,17,327,01,Apr,2003,ROWMAN & LITTLEFIELD,Lanham,United States,English,"155,180",64.88
1536,Bike Repair and Maintenance For Dummies,sport,3.76,0,1,0,Dennis Bailey,360,243,183,20,656,09,Feb,2009,John Wiley & Sons Inc,New York,United States,English,"157,499",68.10
1537,My Year Without Matches,sport,3.7,0,1,0,Claire Dunn,288,197,130,30,274,25,Feb,2015,Black Inc.,Melbourne,VIC,English,"37,975",99.05
1538,Full Gas : How to Win a Bike Race - Tactics from Inside the Peloton,sport,3.99,0,1,0,Peter Cossins,336,198,129,20,234,06,Jun,2019,Vintage Publishing,London,United Kingdom,English,"155,364",54.78
1539,Race To Dakar,sport,3.89,0,1,0,Charley Boorman,320,197,131,22,228,28,Jul,2008,"Little, Brown Book Group",London,United Kingdom,English,"156,932",47.41
1540,The GR10 Trail : Through the French Pyrenees: Le Sentier des Pyrenees,sport,,0,1,0,Brian Johnson,320,172,116,18,370,26,Mar,2019,Cicerone Press,Kendal,United Kingdom,English,"38,852",80.10
1541,For the Glory : The Life of Eric Liddell,sport,4.32,1,1,0,Duncan Hamilton,528,198,127,33,410,04,May,2017,Transworld Publishers Ltd,London,United Kingdom,English,"157,227",60.36
1542,"The Peaks of the Balkans Trail : Montenegro, Albania and Kosovo",sport,3,0,1,0,Rudolf Abraham,160,172,116,10,180,20,Sep,2019,Cicerone Press,Kendal,United Kingdom,English,"159,456",76.17
1543,King of the World : Muhammad Ali and the Rise of an American Hero,sport,4.27,1,1,0,David Remnick,352,203,132,18,329,05,Oct,1999,Random House USA Inc,New York,United States,English,"157,738",73.66
1544,Treating Epilepsy Naturally,sport,4.31,1,1,0,Patricia Murphy,336,221,180,18,455,17,Oct,2001,"NTC Publishing Group,U.S.",Lincolnwood,United States,English,"21,852",84.93
1545,The Race Against the Stasi,sport,3.9,0,1,0,Herbie Sykes,416,198,129,30.48,328,28,Jun,2016,Aurum Press,London,United Kingdom,English,"136,864",53.00
1546,One Day in September,sport,4.09,1,1,0,Simon Reeve,400,180,110,25,247,01,Dec,2005,Faber & Faber,London,United Kingdom,English,"149,429",56.32
1547,Ultra : The Underworld of Italian Football,sport,3.97,0,1,0,Tobias Jones,432,198,129,30.48,317.51,01,Mar,2021,Head of Zeus,London,United Kingdom,English,"42,022",58.75
1548,Athletic Development : The Art & Science of Functional Sports Conditioning,sport,4.08,1,1,0,Vern Gambetta,312,254,178,19,658,21,Dec,2006,Human Kinetics Publishers,Champaign,IL,English,"151,367",104.59
1549,"Rowing the Pacific : 7,000 Miles from Japan to San Francisco",sport,4.41,1,1,0,Mick Dawson,288,232,154,22,384,21,Sep,2017,"Little, Brown Book Group",London,United Kingdom,English,"66,466",48.78
1550,Bushido: The Soul of Japan,sport,3.9,0,1,0,Inazo Nitobe,144,181,111,8,89,08,Jun,2021,Penguin Books Ltd,London,United Kingdom,English,"160,674",39.18
1551,The Rules in Practice 2021-2024 : The Guide to the Rules of Sailing Around the Race Course,sport,,0,1,0,Bryan Willis,160,210,170,12.7,340.19,06,Dec,2020,Fernhurst Books Limited,Leamington Spa,United Kingdom,English,"159,478",80.49
1552,Now I Can Die in Peace : How The Sports Guy Found Salvation Thanks to the World Champion (Twice!) Red Sox,sport,3.91,0,1,0,Bill Simmons,468,228,152,24,488,24,Mar,2009,Random House USA Inc,New York,United States,English,"159,320",78.92
1553,Tommy's Honour : The Extraordinary Story of Golf's Founding Father and Son,sport,4.31,1,1,0,Kevin Cook,384,198,129,24,270,02,Jun,2008,HarperCollins Publishers,London,United Kingdom,English,"80,547",54.79
1554,The Marathon Monks of Mount Hiei,sport,3.71,0,1,0,John Stevens,166,280,216,9,399,28,Feb,2013,Echo Point Books & Media,[S.l.],[S.l.],English,"159,789",88.06
1555,"Quiet Leadership : Winning Hearts, Minds and Matches",sport,4,1,1,0,Carlo Ancelotti,336,214,153,24,401,26,May,2016,Penguin Books Ltd,London,United Kingdom,English,"158,537",82.66
1556,"The Wedge : Evolution, Consciousness, Stress, and the Key to Human Resilience",sport,4.04,1,1,0,Scott Carney,312,229,152,18,458,13,Apr,2020,Foxtopus Ink,,,English,"48,588",99.35
1557,Shaolin Qi Gong : Energy in Motion,sport,3.82,0,1,0,Shi Xinggui,160,229,152,20,322,10,Dec,2008,Inner Traditions Bear and Company,Rochester,United States,English,"159,077",76.03
1558,Rugby's Strangest Matches : Extraordinary but true stories from over a century of rugby,sport,3.31,0,1,0,John Griffiths,256,198,129,17,250,01,May,2016,HarperCollins Publishers,United Kingdom,United Kingdom,English,"160,321",44.27
1559,Devlin's Boatbuilding: How to Build Any Boat the Stitch-and-Glue Way,sport,4.04,1,1,0,Samual Devlin,208,234,191,10,377,16,Apr,2009,International Marine Publishing Co,Rockport,ME,English,"155,882",98.98
1560,Strong Woman : The Truth About Getting to the Top,sport,3.74,0,1,0,Karren Brady,288,198,129,19,210,11,Apr,2013,HarperCollins Publishers,London,United Kingdom,English,"159,463",54.58
1561,The Strength and Conditioning Bible : How to Train Like an Athlete,sport,4.22,1,1,0,Nick Grantham,256,230,189,15.24,658,10,Nov,2015,Bloomsbury Publishing PLC,London,United Kingdom,English,"54,732",88.34
1562,"The 365-Day Running Journal : Log Workouts, Improve Your Runs, Stay Motivated",sport,3.6,0,1,0,Marni Sumbal,146,178,127,10,177,24,Sep,2019,Rockridge Press,,,English,"16,457",62.54
1563,Start the Car : The World According to Bumble,sport,3.49,0,1,0,David Lloyd,320,198,129,21,240,01,Jun,2011,HarperCollins Publishers,London,United Kingdom,English,"168,085",49.54
1564,Higher Judo : Groundwork,sport,4.41,1,1,0,Moshe Feldenkrais,288,202,128,15,329,28,Dec,2010,"North Atlantic Books,U.S.",Berkeley,CA,English,"132,137",77.67
1565,Outback Survival,sport,4.26,1,1,0,Bob Cooper,272,198,130,24,260,22,Dec,2016,Hachette Australia,Sydney,Australia,English,"160,714",77.22
1566,At Swim,sport,4.75,1,1,0,Brendan Mac Evilly,191,210,170,18,420,08,Feb,2017,The Collins Press,Cork,Ireland,English,"158,276",84.27
1567,Out of Thin Air : Running Wisdom and Magic from Above the Clouds in Ethiopia,sport,4.3,1,1,0,Michael Crawley,272,198,129,17.78,206,18,Jan,2022,Bloomsbury Publishing PLC,London,United Kingdom,English,"41,231",50.67
1568,Reeds Skipper's Handbook : For Sail and Power,sport,5,1,1,0,Malcolm Pearson,208,160,100,10.16,252,16,Jun,2020,Bloomsbury Publishing PLC,London,United Kingdom,English,"17,716",64.64
1569,"Complete Guide to Sports Massage, The",sport,3.25,0,1,0,Tim Paine,224,230,189,15.24,581,28,Jul,2015,Bloomsbury Publishing PLC,London,United Kingdom,English,"163,096",104.82
1570,Sports Science: A Complete Introduction: Teach Yourself,sport,4,1,1,0,Simon Rea,224,234,202,20,446,09,Feb,2016,John Murray Press,United Kingdom,United Kingdom,English,"18,312",75.21
1571,At Speed,sport,3.87,0,1,0,Mark Cavendish,336,198,126,21,241,08,May,2014,Ebury Publishing,London,United Kingdom,English,"154,830",64.41
1572,To Reach the Clouds : The Walk film tie in,sport,4.11,1,1,0,Philippe Petit,240,198,129,16,193,17,Sep,2015,FABER & FABER,London,United Kingdom,English,"159,825",33.36
1573,Strongman : My Story,sport,4.26,1,1,0,Eddie 'The Beast' Hall,352,200,130,10,250,31,May,2018,Ebury Publishing,London,United Kingdom,English,"159,904",58.27
1574,Tour De France For Dummies,sport,3.55,0,1,0,Phil Liggett,284,232,154,22,450,03,Jun,2005,John Wiley & Sons Inc,Hoboken,NJ,English,"159,257",66.39
1575,Cheat : The not-so-subtle art of conning your way to sporting glory,sport,3.99,0,1,0,Titus O'Reily,304,233,154,22,410,03,Nov,2020,Penguin Random House Australia,Hawthorn,Australia,English,"146,033",136.12
1576,The Unavowable Community,sport,4.01,1,1,0,Maurice Blanchot,92,229,152,5,148,01,Jun,2006,"Barrytown Ltd ,U.S.",NY,United States,English,"64,070",52.05
1577,"Weights For 50+ : Building Strength, Staying Healthy and Enjoying an Active Lifestyle",sport,3.97,0,1,0,Karl Knopf,128,234,190,8.13,275,05,Jan,2006,Ulysses Press,Berkeley,CA,English,"163,184",67.21
1578,Touch Wood,sport,4.34,1,1,0,Duncan Hamilton,288,198,126,22.1,285.76,01,Sep,2014,John Blake Publishing Ltd,London,United Kingdom,English,"40,582",47.75
1579,Run-Walk-Run Method,sport,3.64,0,1,0,Jeff Galloway,200,238.76,165.1,12.7,476.27,01,Jun,2016,Meyer & Meyer Sport (UK) Ltd,Garsington,United Kingdom,English,"167,088",107.42
1580,ZEN in the Martial Arts,sport,4.17,1,1,0,Joe Hyams,144,203,165,10,1,01,Nov,1979,"Tarcher/Putnam,US",New York,United States,English,"161,833",59.15
1581,The Art and Science of Staff Fighting : A Complete Instructional Guide,sport,4.33,1,1,0,Joe Varady,224,238,184,13,463,07,Dec,2016,YMAA Publication Center,Rolindale,MA,English,"51,133",79.99
1582,Putting It All Together: The New Orthomolecular Nutrition,sport,4.31,1,1,0,Abram Hoffer,240,229,158,15,331,01,Nov,1998,Keats Pub Inc,New Canaan,CT,English,"20,802",75.67
